ProductServicesID|UID|Code|Name|Description|Price|Cost|Category|IsDelete|ForSale|Qty|MRP|ManufacturerID|ServiceDuration|TrackInventory|LastModifyDateTime|IsFavourite|CreatedOn|CreatedBy|LastModifyBy|SyncWithGodam|SyncDateTime|SubCategoryID|StyleCode|Color|Size|ISBN|ItemType|ValidityInDaysForGiftVoucher|ValidityInDaysForPackage|IsDefineItemForPackage|IsUniqueNo|UniqueLabel|MigrationID|EnableBatchTracking|StockKeepingUOM|PurchaseUOM|SalesUOM|IsRepack|ERPID|IsMRPTaxInclusive|IsSerialEnable|ItemGroupCode|IsTaxEnableForPackage|HSNCode|UseGlobalGSTTaxMaster|AllowDecimalInQty|NewProductServicesID|IsRechargable|ComputeAsAdditionalCharges|PrintGroupType
1034834|25457|8906002000227|fun milk strawberry||75.00|66.96|26297|false|true|0.00|75.00|(null)|(null)|true|2017-03-31 19:59:26|(null)|2017-03-31 19:59:26|15721|15721|(null)|(null)|65439|(null)|(null)|(null)|(null)|1|0|0|false|false||1006931|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|22029030|false|true|(null)|(null)|(null)|(null)
1034835|25457|8906002000234|fun foods butterscotch||75.00|66.96|26297|false|true|0.00|75.00|(null)|(null)|true|2017-03-31 19:59:26|(null)|2017-03-31 19:59:26|15721|15721|(null)|(null)|65439|(null)|(null)|(null)|(null)|1|0|0|false|false||1006932|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|22029030|false|true|(null)|(null)|(null)|(null)
1034836|25457|8906002000241|fun milk vanilla||75.00|66.96|26297|false|true|0.00|75.00|(null)|(null)|true|2017-03-31 19:59:26|(null)|2017-03-31 19:59:26|15721|15721|(null)|(null)|65439|(null)|(null)|(null)|(null)|1|0|0|false|false||1006929|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|22029030|false|true|(null)|(null)|(null)|(null)
1034837|25457|8906002000258|fun milk choco||99.00|72.05|26297|false|true|0.00|99.00|(null)|(null)|true|2017-03-31 19:29:58|(null)|2017-03-31 19:29:58|15721|15721|(null)|(null)|65439|(null)|(null)|(null)|(null)|1|0|0|false|false||1006909|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|22029030|false|true|(null)|(null)|(null)|(null)
1034838|25457|8906002000265|fun milk badam||99.00|70.99|26297|false|true|0.00|99.00|(null)|(null)|true|2017-05-29 15:48:37|(null)|2017-03-31 19:29:58|15721|15721|(null)|(null)|65439|(null)|(null)|(null)|(null)|1|0|0|false|false||1006907|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|22029030|false|true|(null)|(null)|(null)|(null)
1034839|25457|8906002000272|fun f cold coffe mix||99.00|82.50|26297|false|true|0.00|99.00|(null)|(null)|true|2017-04-28 11:16:21|(null)|2017-04-24 15:49:45|15721|15721|(null)|(null)|65439|(null)|(null)|(null)|(null)|1|0|0|false|false||1023017|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|22029030|false|true|(null)|(null)|(null)|(null)
1034840|25457|8906002000326|fun f 11 cakes||89.00|74.18|26297|false|true|0.00|89.00|(null)|(null)|true|2017-11-17 13:21:36|(null)|2017-04-24 15:44:04|15721|15721|(null)|(null)|65439|(null)|(null)|(null)|(null)|1|0|0|false|false||1023013|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|22029030|false|true|(null)|(null)|(null)|(null)
1034841|25457|8906002000333|f f chokolate||99.00|82.57|26297|false|true|0.00|99.00|(null)|(null)|true|2017-11-17 13:21:35|(null)|2017-04-24 15:37:51|15721|15721|(null)|(null)|65439|(null)|(null)|(null)|(null)|1|0|0|false|false||1023009|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|22029030|false|true|(null)|(null)|(null)|(null)
1034842|25457|8906002000876|funfoods mayonnaise burger||65.83|65.83|26297|false|true|0.00|65.83|0|0|true|2017-08-10 18:04:05|(null)|2017-04-13 16:04:18|15721|639381|(null)|(null)|65439|(null)|(null)|(null)|(null)|1|0|0|false|false||1017921|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|false|21039030|false|true|(null)|(null)|(null)|(null)
1034843|25457|8906002000913|fun milk shake kesar||99.00|72.05|26297|false|true|0.00|99.00|(null)|(null)|true|2017-03-31 19:29:58|(null)|2017-03-31 19:29:58|15721|15721|(null)|(null)|65439|(null)|(null)|(null)|(null)|1|0|0|false|false||1006908|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|22029030|false|true|(null)|(null)|(null)|(null)
1034844|25457|8906002000937|fun milk rose||75.00|66.96|26297|false|true|0.00|75.00|(null)|(null)|true|2017-03-31 19:59:26|(null)|2017-03-31 19:59:26|15721|15721|(null)|(null)|65439|(null)|(null)|(null)|(null)|1|0|0|false|false||1006930|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|22029030|false|true|(null)|(null)|(null)|(null)
1034845|25457|8906002001095|funfoods chillico||49.00|41.00|26297|false|true|0.00|49.00|(null)|(null)|true|2017-04-28 11:16:21|(null)|2017-04-16 16:40:27|15721|15721|(null)|(null)|65439|(null)|(null)|(null)|(null)|1|0|0|false|false||1020290|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|22029030|false|true|(null)|(null)|(null)|(null)
1034846|25457|8906002001118|fun pasta & pizza||85.00|70.84|26297|false|true|0.00|85.00|(null)|(null)|true|2017-08-30 17:33:09|(null)|2017-04-02 12:14:41|15721|15721|(null)|(null)|65439|(null)|(null)|(null)|(null)|1|0|0|false|false||1008340|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|22029030|false|true|(null)|(null)|(null)|(null)
1034847|25457|8906002003778|funfoods arrabbiata||70.83|70.83|26297|false|true|0.00|70.83|0|0|true|2017-08-10 18:17:49|(null)|2017-05-07 11:56:18|15721|639381|(null)|(null)|65402|(null)|(null)|(null)|(null)|1|0|0|false|false||1027843|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|false|21039090|(null)|true|(null)|(null)|(null)|(null)
1034848|25457|8906002004461|funfoods mayonnaise veg|(null)|159.00|132.50|26297|false|true|0.00|159.00|(null)|0|true|2018-02-20 14:24:10|(null)|2017-04-16 16:04:21|15721|637515|(null)|(null)|65439|(null)|(null)|(null)|(null)|1|0|0|false|false|(null)|1020274|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|false|21039030|false|false|(null)|(null)|(null)|0
1034849|25457|8906002004553|fun f salasa||99.00|82.50|26297|false|true|0.00|99.00|(null)|(null)|true|2017-04-28 11:16:21|(null)|2017-04-24 15:56:11|15721|15721|(null)|(null)|65439|(null)|(null)|(null)|(null)|1|0|0|false|false||1023019|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|22029030|false|true|(null)|(null)|(null)|(null)
1034850|25457|8906002005208|f f chocolate||39.00|32.50|26297|false|true|0.00|39.00|(null)|(null)|true|2017-04-28 11:16:21|(null)|2017-04-24 15:35:02|15721|15721|(null)|(null)|65439|(null)|(null)|(null)|(null)|1|0|0|false|false||1023008|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|22029030|false|true|(null)|(null)|(null)|(null)
1034798|25457|8906000611227|Mccain pudina chatka @1||105.00|87.51|26297|false|true|0.00|105.00|(null)|(null)|true|2017-08-12 14:29:01|(null)|2017-03-05 17:14:42|15719|15719|(null)|(null)|65439|(null)|(null)|(null)|(null)|1|0|0|false|false||979241|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|20041000|false|true|(null)|(null)|(null)|(null)
1034799|25457|8906000611234|maccain||90.00|0.00|26297|false|true|0.00|90.00|(null)|(null)|true|2017-06-16 21:19:54|(null)|2017-06-16 21:19:54|15721|15721|(null)|(null)|65439|(null)|(null)|(null)|(null)|1|0|0|false|false||1043400|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|20041000|false|true|(null)|(null)|(null)|(null)
1034800|25457|8906000611289|maccain||105.00|95.53|26297|false|true|0.00|105.00|(null)|(null)|true|2017-06-03 17:16:04|(null)|2017-05-16 18:01:29|15721|15721|(null)|(null)|65439|(null)|(null)|(null)|(null)|1|0|0|false|false||1030733|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|20041000|false|true|(null)|(null)|(null)|(null)
1034821|25457|8906001385240|Cremica biscuits @1||10.00|0.00|26297|false|true|0.00|10.00|(null)|(null)|true|2017-03-01 20:34:38|(null)|2017-03-01 20:34:38|15719|15719|(null)|(null)|65408|(null)|(null)|(null)|(null)|1|0|0|false|false||970092|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|19053100|false|true|(null)|(null)|(null)|(null)
1034822|25457|8906001385363|cremica krack bite @100g|80g+20g|10.00|8.80|26297|false|true|0.00|0.00|(null)|0|true|2017-09-09 16:21:11|false|2017-02-22 10:04:20|15718|(null)|false|(null)|65408|||||1|(null)|(null)|(null)|false||957024|(null)|39287|39287|39287|(null)|(null)|(null)|(null)|(null)|(null)|19053100|false|true|(null)|(null)|(null)|(null)
1034823|25457|8906001385783|DREMICA GLUCOSE@65GM||5.00|4.40|26297|false|true|0.00|5.00|(null)|(null)|true|2017-06-03 14:19:34|(null)|2017-06-03 14:19:34|15721|15721|(null)|(null)|65408|(null)|(null)|(null)|(null)|1|0|0|false|false||1034734|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|19053100|false|true|(null)|(null)|(null)|(null)
1034824|25457|8906001385790|cremica magi cream||10.00|8.59|26297|false|true|0.00|10.00|(null)|(null)|true|2017-04-22 15:39:02|(null)|2017-04-22 15:37:26|15721|15721|(null)|(null)|65408|(null)|(null)|(null)|(null)|1|0|0|false|false||1021951|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|19053100|false|true|(null)|(null)|(null)|(null)
1034825|25457|8906001385912|cremica twin cream @100g|100g|10.00|0.00|26297|false|true|0.00|0.00|(null)|0|true|2017-02-22 10:04:20|false|2017-02-22 10:04:20|15718|(null)|false|(null)|65408|||||1|(null)|(null)|(null)|false||957003|(null)|39287|39287|39287|(null)|(null)|(null)|(null)|(null)|(null)|19053100|false|true|(null)|(null)|(null)|(null)
1034826|25457|8906001385929|cremica strawberry cream @100g|100g|10.00|0.00|26297|false|true|0.00|0.00|(null)|0|true|2017-02-22 10:04:20|false|2017-02-22 10:04:20|15718|(null)|false|(null)|65408|||||1|(null)|(null)|(null)|false||957023|(null)|39287|39287|39287|(null)|(null)|(null)|(null)|(null)|(null)|19053100|false|true|(null)|(null)|(null)|(null)
1034827|25457|8906001385943|cremica elaichi cream @100g|100g|10.00|0.00|26297|false|true|0.00|0.00|(null)|0|true|2017-02-22 10:04:20|false|2017-02-22 10:04:20|15718|(null)|false|(null)|65408|||||1|(null)|(null)|(null)|false||957022|(null)|39287|39287|39287|(null)|(null)|(null)|(null)|(null)|(null)|19053100|false|true|(null)|(null)|(null)|(null)
1034828|25457|8906001385950|cremica twin rream @100g|100g|10.00|0.00|26297|false|true|0.00|0.00|(null)|0|true|2017-02-22 10:04:20|false|2017-02-22 10:04:20|15718|(null)|false|(null)|65408|||||1|(null)|(null)|(null)|false||957004|(null)|39287|39287|39287|(null)|(null)|(null)|(null)|(null)|(null)|19053100|false|true|(null)|(null)|(null)|(null)
1034829|25457|8906001386599|Cremica ajwain cracker @1||10.00|8.80|26297|false|true|0.00|10.00|(null)|(null)|true|2017-04-09 14:12:06|(null)|2017-03-04 12:07:29|15719|15719|(null)|(null)|65408|(null)|(null)|(null)|(null)|1|0|0|false|false||977774|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|19053100|false|true|(null)|(null)|(null)|(null)
1034830|25457|8906001386919|cremica coconut @110g|110g|10.00|8.93|26297|false|true|0.00|0.00|(null)|0|true|2017-02-22 10:04:20|false|2017-02-22 10:04:20|15718|(null)|false|(null)|65408|||||1|(null)|(null)|(null)|false||956890|(null)|39287|39287|39287|(null)|(null)|(null)|(null)|(null)|(null)|19053100|false|true|(null)|(null)|(null)|(null)
1034831|25457|8906002000074|fun sandwich chees||70.83|73.08|26297|false|true|0.00|70.83|0|0|true|2018-01-22 16:36:17|(null)|2017-04-02 12:14:42|15721|639381|(null)|(null)|65439|(null)|(null)|(null)|(null)|1|0|0|false|false||1008343|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|false|21039030|false|true|(null)|(null)|(null)|(null)
1034832|25457|8906002000111|fun pizza topping||70.84|70.84|26297|false|true|0.00|70.84|0|0|true|2017-08-10 18:16:18|(null)|2017-04-02 12:14:42|15721|639381|(null)|(null)|65439|(null)|(null)|(null)|(null)|1|0|0|false|false||1008342|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|false|21039090|false|true|(null)|(null)|(null)|(null)
1034833|25457|8906002000159|fun fod english mustard||69.00|57.53|26297|false|true|0.00|69.00|(null)|(null)|true|2017-11-17 13:21:34|(null)|2017-04-24 15:27:59|15721|15721|(null)|(null)|65439|(null)|(null)|(null)|(null)|1|0|0|false|false||1023006|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|21060000|false|true|(null)|(null)|(null)|(null)
1034813|25457|8906001383932|Cremica jeera lite @200g|200g|17.59|17.60|26297|false|true|0.00|17.59|0|0|true|2017-09-09 16:21:11|false|2017-02-22 10:04:20|15718|639381|false|(null)|65408|(null)|(null)|(null)|(null)|1|0|0|false|false||956953|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|false|19053100|false|true|(null)|(null)|(null)|(null)
1034868|25457|8906007283205|rice||140.00|0.00|26297|false|true|0.00|140.00|(null)|(null)|true|2017-04-04 18:42:39|(null)|2017-04-04 18:42:39|15721|15721|(null)|(null)|65402|(null)|(null)|(null)|(null)|1|0|0|false|false||1012367|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|11031400|false|true|(null)|(null)|(null)|(null)
1034869|25457|8906007284172|fartune mustard oil@5l||670.00|0.00|26297|false|true|0.00|670.00|(null)|(null)|true|2017-03-16 17:14:20|(null)|2017-03-16 17:14:20|15719|15719|(null)|(null)|65402|(null)|(null)|(null)|(null)|1|0|0|false|false||989147|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|15149920|false|true|(null)|(null)|(null)|(null)
1034870|25457|8906007285018|fortune besan @500 g ||45.00|45.00|26297|false|true|0.00|45.00|0|0|true|2017-07-30 15:10:27|false|2017-02-22 10:04:20|15718|639381|false|(null)|65495|(null)|(null)|(null)|(null)|1|0|0|false|false||956520|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|false|11000000|false|true|(null)|(null)|(null)|(null)
1034814|25457|8906001383994|cremica krack bite @200g|150g+50g|20.00|17.53|26297|false|true|0.00|0.00|(null)|0|true|2018-03-17 12:53:46|false|2017-02-22 10:04:20|15718|(null)|false|(null)|65408|||||1|(null)|(null)|(null)|false||957025|(null)|39287|39287|39287|(null)|(null)|(null)|(null)|(null)|(null)|19053100|false|true|(null)|(null)|(null)|(null)
1034815|25457|8906001384007|cremica marie @300g|250g+50g|30.00|0.00|26297|false|true|0.00|0.00|(null)|0|true|2017-02-22 10:04:20|false|2017-02-22 10:04:20|15718|(null)|false|(null)|65408|||||1|(null)|(null)|(null)|false||957026|(null)|39287|39287|39287|(null)|(null)|(null)|(null)|(null)|(null)|19053100|false|true|(null)|(null)|(null)|(null)
1034816|25457|8906001384014|Cremica marie classic @1||10.00|8.81|26297|false|true|0.00|10.00|(null)|(null)|true|2017-08-26 16:29:29|(null)|2017-02-24 20:37:14|15719|15719|(null)|(null)|65408|(null)|(null)|(null)|(null)|1|0|0|false|false||963623|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|19053100|false|true|(null)|(null)|(null)|(null)
1034817|25457|8906001384168|Cremica bourbon @150g||20.00|18.00|26297|false|true|0.00|20.00|(null)|(null)|true|2018-01-14 13:10:38|(null)|2017-03-04 12:07:29|15719|15719|(null)|(null)|65408|(null)|(null)|(null)|(null)|1|0|0|false|false||977773|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|19053100|false|true|(null)|(null)|(null)|(null)
1034818|25457|8906001384212|cremica butter gold@90g|90g|10.00|8.98|26297|false|true|0.00|0.00|(null)|0|true|2017-02-22 10:04:20|false|2017-02-22 10:04:20|15718|(null)|false|(null)|65408|||||1|(null)|(null)|(null)|false||956910|(null)|39287|39287|39287|(null)|(null)|(null)|(null)|(null)|(null)|19053100|false|true|(null)|(null)|(null)|(null)
1034819|25457|8906001385196|cremica digestive @150g|100g+50g|20.00|17.60|26297|false|true|0.00|0.00|(null)|0|true|2017-12-30 15:26:26|false|2017-02-22 10:04:20|15718|(null)|false|(null)|65408|||||1|(null)|(null)|(null)|false||957005|(null)|39287|39287|39287|(null)|(null)|(null)|(null)|(null)|(null)|19053100|false|true|(null)|(null)|(null)|(null)
1034820|25457|8906001385233|CREMICA BUTTER COOKIES@200GM||20.00|17.60|26297|false|true|0.00|20.00|(null)|(null)|true|2017-11-27 18:01:18|(null)|2017-06-17 18:32:42|15722|15722|(null)|(null)|65408|(null)|(null)|(null)|(null)|1|0|0|false|false||1044770|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|19053100|false|true|(null)|(null)|(null)|(null)
1034855|25457|8906006430419|All out ultra refill @1||72.00|59.24|26297|false|true|0.00|72.00|(null)|(null)|true|2017-05-08 16:28:20|false|2017-02-22 10:04:20|15718|15721|false|(null)|65445|(null)|(null)|(null)|(null)|1|0|0|false|false||959409|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|38081091|false|true|(null)|(null)|(null)|(null)
1034856|25457|8906006431874|All out coil @1|1unit|31.00|27.68|26297|false|true|0.00|0.00|(null)|0|true|2017-02-22 10:04:20|false|2017-02-22 10:04:20|15718|(null)|false|(null)|65445|||||1|(null)|(null)|(null)|false||959407|(null)|39287|39287|39287|(null)|(null)|(null)|(null)|(null)|(null)|38081091|false|true|(null)|(null)|(null)|(null)
1034857|25457|8906006432222|All out flash guard @1|1unit|10.00|8.93|26297|false|true|0.00|0.00|(null)|0|true|2017-02-22 10:04:20|false|2017-02-22 10:04:20|15718|(null)|false|(null)|65445|||||1|(null)|(null)|(null)|false||959410|(null)|39287|39287|39287|(null)|(null)|(null)|(null)|(null)|(null)|38081091|false|true|(null)|(null)|(null)|(null)
1034858|25457|8906006432420|kiwi dark tan||25.00|21.59|26297|false|true|0.00|25.00|(null)|(null)|true|2018-01-06 17:05:34|(null)|2017-04-29 16:10:25|15721|15721|(null)|(null)|65402|(null)|(null)|(null)|(null)|1|0|0|false|false||1024450|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|34051000|false|true|(null)|(null)|(null)|(null)
1034859|25457|8906006432505|kiwi express shine|(null)|67.00|57.86|26297|false|true|0.00|67.00|(null)|0|true|2018-01-06 17:05:36|(null)|2017-04-15 17:19:14|15721|639993|(null)|(null)|65402|(null)|(null)|(null)|(null)|1|0|0|false|false|(null)|1019041|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|false|34051000|false|false|(null)|(null)|(null)|0
1034860|25457|8906006432512|kiwi express shine|(null)|67.00|57.86|26297|false|true|0.00|67.00|(null)|0|true|2018-01-06 17:05:36|(null)|2017-04-15 17:16:35|15721|639993|(null)|(null)|65402|(null)|(null)|(null)|(null)|1|0|0|false|false|(null)|1019039|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|false|34051000|false|false|(null)|(null)|(null)|0
1034861|25457|8906006434684|all out all night spray||199.00|162.81|26297|false|true|0.00|199.00|(null)|(null)|true|2017-04-16 12:01:10|(null)|2017-04-15 17:14:02|15721|15721|(null)|(null)|65402|(null)|(null)|(null)|(null)|1|0|0|false|false||1019038|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|38081091|false|true|(null)|(null)|(null)|(null)
1034862|25457|8906006434868|allout||255.00|0.00|26297|false|true|0.00|255.00|(null)|(null)|true|2017-03-17 10:50:47|(null)|2017-03-17 10:50:47|15719|15719|(null)|(null)|65445|(null)|(null)|(null)|(null)|1|0|0|false|false||989282|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|38081091|false|true|(null)|(null)|(null)|(null)
1034863|25457|8906006435568|all out killer||195.00|0.00|26297|false|true|0.00|195.00|(null)|(null)|true|2017-03-26 21:13:23|(null)|2017-03-26 21:13:23|15721|15721|(null)|(null)|65402|(null)|(null)|(null)|(null)|1|0|0|false|false||999333|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|38081091|false|true|(null)|(null)|(null)|(null)
1034864|25457|8906006435773|All out ultra refill combo @1|(null)|85.00|65.48|26297|false|true|0.00|85.00|(null)|0|true|2018-03-18 11:16:13|(null)|2017-02-22 10:04:20|15718|639993|false|(null)|65445|(null)|(null)|(null)|(null)|1|0|0|false|false|(null)|959408|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|false|38081091|false|true|(null)|(null)|(null)|0
1034865|25457|8906006722972|MUSCAT DATES@500GM||220.00|191.30|26297|false|true|0.00|220.00|(null)|0|true|2018-01-11 20:16:30|(null)|2017-06-06 16:58:59|15722|637515|(null)|(null)|65465|(null)|(null)|(null)|(null)|1|0|0|false|false|0|1041478|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|false|19053100|false|false|(null)|(null)|(null)|0
1034866|25457|8906007282475|fartune supar rice||160.00|142.86|26297|false|true|0.00|160.00|(null)|(null)|true|2017-04-17 20:27:54|(null)|2017-04-17 20:27:54|15721|15721|(null)|(null)|65439|(null)|(null)|(null)|(null)|1|0|0|false|false||1020623|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|10060000|false|true|(null)|(null)|(null)|(null)
1034890|25457|8906012040039|DOCTOR PHENYYLE||50.00|0.00|26297|false|true|0.00|50.00|(null)|(null)|true|2017-04-28 20:38:59|(null)|2017-04-28 20:38:59|15721|15721|(null)|(null)|65402|(null)|(null)|(null)|(null)|1|0|0|false|false||1024212|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|29291010|false|true|(null)|(null)|(null)|(null)
1034891|25457|8906014014151|kpr papad||59.00|0.00|26297|false|true|0.00|59.00|(null)|(null)|true|2017-04-10 20:42:05|(null)|2017-04-10 20:42:05|15721|15721|(null)|(null)|65439|(null)|(null)|(null)|(null)|1|0|0|false|false||1016393|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|19050000|false|true|(null)|(null)|(null)|(null)
1034892|25457|8906015341232|Noodle @800g||44.99|45.00|26297|false|true|0.00|44.99|0|0|true|2017-08-30 12:24:26|(null)|2017-03-05 11:06:54|15719|639381|(null)|(null)|65439|(null)|(null)|(null)|(null)|1|0|0|false|false||979070|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|false|19020000|false|true|(null)|(null)|(null)|(null)
1034893|25457|8906016577012|aim matchboxe|(null)|10.00|7.60|26297|false|true|0.00|10.00|(null)|0|true|2018-02-02 17:53:53|(null)|2017-02-22 10:04:20|15718|637515|false|(null)|65422|(null)|(null)|(null)|(null)|1|0|0|false|false|(null)|957115|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|false|33074100|false|true|(null)|(null)|(null)|0
1034894|25457|8906016579771|home lite||10.00|0.00|26297|false|true|0.00|10.00|(null)|(null)|true|2017-03-23 16:57:35|(null)|2017-03-23 16:57:35|15721|15721|(null)|(null)|65402|(null)|(null)|(null)|(null)|1|0|0|false|false||997808|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|(null)|(null)|true|(null)|(null)|(null)|(null)
1034895|25457|8906016579993|home lite matchbox|(null)|10.00|7.32|26297|false|true|0.00|10.00|(null)|0|true|2018-02-02 17:53:53|(null)|2017-02-22 10:04:20|15718|637515|false|(null)|65422|(null)|(null)|(null)|(null)|1|0|0|false|false|(null)|957116|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|false|33074100|false|true|(null)|(null)|(null)|0
1034896|25457|8906017290040|bisleri||10.83|11.25|26297|false|true|0.00|10.83|0|0|true|2017-10-18 14:16:11|(null)|2017-04-13 20:04:26|15721|639381|(null)|(null)|65402|(null)|(null)|(null)|(null)|1|0|0|false|false||1018128|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|false|22010000|false|true|(null)|(null)|(null)|(null)
1034897|25457|8906017290064|bisleri@2l||28.00|21.67|26297|false|true|0.00|28.00|(null)|(null)|true|2017-11-22 21:05:50|(null)|2017-03-20 19:28:16|15721|639993|(null)|(null)|65402|(null)|(null)|(null)|(null)|1|0|0|false|false||991080|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|false|22010000|false|false|(null)|(null)|(null)|0
1034898|25457|8906020730014|savour soya chunks@200g||40.00|0.00|26297|false|true|0.00|40.00|(null)|(null)|true|2017-04-17 11:51:02|(null)|2017-04-17 11:51:02|15721|15721|(null)|(null)|65439|(null)|(null)|(null)|(null)|1|0|0|false|false||1020451|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|23040020|false|true|(null)|(null)|(null)|(null)
1034899|25457|8906020730038|savour soya chura|200g|0.00|35.71|26297|false|true|0.00|0.00|(null)|0|true|2017-04-17 16:30:53|(null)|2017-04-17 11:51:04|15721|15718|(null)|(null)|65439|(null)|(null)|(null)|(null)|1|0|0|false|false||1020454|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|23040020|false|true|(null)|(null)|(null)|(null)
1034900|25457|8906020730076|savour mini soya chunks@200g||40.00|35.71|26297|false|true|0.00|40.00|(null)|(null)|true|2017-04-17 11:51:02|(null)|2017-04-17 11:51:02|15721|15721|(null)|(null)|65439|(null)|(null)|(null)|(null)|1|0|0|false|false||1020452|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|23040020|false|true|(null)|(null)|(null)|(null)
1034901|25457|8906020730236|savour corn flakes|200g|0.00|40.18|26297|false|true|0.00|0.00|(null)|0|true|2017-06-26 17:05:06|(null)|2017-04-17 11:51:01|15721|15718|(null)|(null)|65439|(null)|(null)|(null)|(null)|1|0|0|false|false||1020450|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|19041010|false|true|(null)|(null)|(null)|(null)
1034902|25457|8906020730243|savour  corn flakes||95.00|84.82|26297|false|true|0.00|95.00|(null)|(null)|true|2017-06-26 17:05:06|(null)|2017-05-04 21:43:13|15721|15721|(null)|(null)|65439|(null)|(null)|(null)|(null)|1|0|0|false|false||1026322|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|19041010|false|true|(null)|(null)|(null)|(null)
1034903|25457|8906020730250|savour choco||10.00|0.00|26297|false|true|0.00|10.00|(null)|(null)|true|2017-06-26 17:05:24|(null)|2017-04-14 21:32:01|15721|15721|(null)|(null)|65439|(null)|(null)|(null)|(null)|1|0|0|false|false||1018663|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|18060000|false|true|(null)|(null)|(null)|(null)
1034904|25457|8906020730472|savour daliya||30.00|26.78|26297|false|true|0.00|30.00|(null)|(null)|true|2017-04-17 12:06:59|(null)|2017-04-17 12:06:59|15721|15721|(null)|(null)|65439|(null)|(null)|(null)|(null)|1|0|0|false|false||1020463|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|11031200|false|true|(null)|(null)|(null)|(null)
1034905|25457|8906020730540|savour poha||40.00|0.00|26297|false|true|0.00|40.00|(null)|(null)|true|2017-04-14 17:34:14|(null)|2017-04-14 17:34:14|15721|15721|(null)|(null)|65439|(null)|(null)|(null)|(null)|1|0|0|false|false||1018500|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|21060000|false|true|(null)|(null)|(null)|(null)
